content,label
"fuck you  

fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck you fuck yo",1
YOU BLOCKED ME FOR A WHOLE MONTH? YOU SAID ONLY 10 DAYS WHY YOU FUCKING CHANGE IT YOU PONCY EGO INFLATED NIGGER LOVING TURD BURGLARING CUNT LICKERS',0
"You know what, this is bullshit.  Tried to do it twice, but now I'm really done with this place.  Most of the users are just sheep and the inmates are running the asylum.  Even worse, you are guilty until proven innocent.  Not a democracy, not cooperation.  Not the place for me.  I have a life, I know I'm a damn good writer and I'll find a place where my abilities and hard work is appreciated.  Screw Wikipedia, goodbye forever.",0
"HELLO 

HELLO, YOU ARE AN ANTI ABORTIONIST CHRISTIAN.

THE POPE IS A BASTARD, PRIESTS ABUSE CHILDREN, BUSH IS A DICK, DWAIN IS A BASTARD, CATHOLICISM IS FAKE, I AM A SOCIALIST.

SO LONG,",0
"""

 Who writes this Garbage? 

""""Known publicly as an experimental group, Garbage used their powerful videos to distort the dimensions of their songs.""""  Does any part of that sentence make any sense? The answer is no.

""",0
I just wanted to say your article sucks. 206.217.211.117,1
"""
The """"LOL someone's in love with us LOL"""" crap has to stop; this isn't middle school.   |  39 """,0
"disruption 

i am not disrupting it YOU ARE 

I have to warn that Richhno to stay away from my project, Vanity Kills. 

Please do not bother me (or any other team member) with this crap again.",0
I wish to be block from editing Goddamit Goddamit block me from editing!,0
"Nuisance piece of shit, fuck off",1
"he also has a problem with his left eye. So he wears an eyepatch or sunglasses. but it's okay cause he is Samuel Motherfucking Jackson!

 Semi-protected edit request on 16 May 2014 

The middle name is not correct. His actual middle name is Motherfucker.
Example: I was watching Agents of Shield last night and then who should appear? Samuel Motherfucking L. Jackson!!!

79.183.154.237",0
"""

Anon user 89.130.28.68 behaviour 

Today when I woke up, I found a whole lot of personal attacks from anon user 89.130.28.68 against me.

Messages such as:
""""THIS USER IS SUCH A STUPID AND BIASED WIKIPEDIA EDITOR. SHOULD BE BANNED FOREVER!"""" on my user page.
A blanking of my talk-page whith the following message """"buaagh i'm sick only reading this user please..remove him from wiki!!!!"""".
""""that is fucking stupid and haves no sense!!!! That is a person with various nationalities NOT A NATIONALITY OF SPAIN . ONLY MAURICE27 CAN SAY THAT!"""" in the Nationalities of Spain article.
""""WTF!!! IS NOT POSSIBLE THAT MAURICE27 IS STILL EDITING THIS ARTICLE FROM A SUCH BIASED AND STUPID POV!!!!!!"""" in the Catalonia article. (NOTICE that I hadn't edit that article since January 17, 2009

I ask you if you can do anything to stop this kind of behaviour with a ban from a user who has been attacking me since April 2, 2007 and who I'm pretty sure is a sockpuppet from ). """,0
"""

 dont ever talk to me ever again 

ur a big giant nub
dont you EVER delete my articles again. they are stuffed with factual facts, and are beneficial to the betterment of humanity. who do you think you are? chris mackay? he was a god! a scottish god! i am offened and am launching a jihad against """"brookie"""". lol l2p nub! lol! what kind of a name is brookie anyways!?!?! what are you from brooklynn? do you love books? are you envious of aaron brooks? is brookstone your favourite store? did you star in the recent film about the fag cowboys entitled """"brookback mountain?"""" do you live an alter-ego as a bookie for horse races? you are a disgrace.""",0
"fuck you daniel, you big dickhead 60.241.11.51",1
eat shit get rid of goofs you queers.,1
"RE: 

Punk ass snitch, get the cock.",1
"obvious now you are a sock, withdraw or be reported",0
DISLIKE RACISM AND I CAN SEE THAT YOU HAS PROBLEMS WITH PEOPLE WHO SPEAKS SPANISH. YOU ARE AN ANTISEMITE TOO.,0
"GET OFF OF WIKIPEDIA, YOU WALNUT-PANELED IDIOT!!! YOU WOULDN'T KNOW A GOOD SCHEDULE IF IT PUT CLAMPS ON YOUR TESTICLES!!! 81.154.227.244",1
Chavez sure isnt a hero. He's classic scum. And your dumb people fell for his shenanigans.,1
"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1
"You're a jerk! 

You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
You're a jerk!
JACKASS!!",1
"""

 LoveGame

Who the hell are you to criticise?! I change whatever I want to change, I am merely stating the facts because it is true. Those sources are completely inaccurate. Moron.  — Preceding unsigned comment added by 86.166.176.121   """,1
"stop your bullshit you don't have the ps3 nor mgs4 nor nor killzone 2 a full hd 1080p, i have both you don't, i don't have to waste my time with xbox  fankids like you.",1
how do u like this u fucking dickass william,1
Suck. My. Dick 24.153.216.129,0
you are a f@g kill yourself cus nobody likes you,1
Don't listen to this dirty kraut.,1
"http://en.wikipedia.org/w/index.php?title=Wikipedia%3AChanging_username&diff;=92790566&oldid;=92769124 never come back, or else you'll be revealed! bastard...that's also for you Khoi",0
Tell me how big your boobs are and then I'll stop.,0
"Go die in a fire. I dont think anyone did more damage to Wikipedia then you in the last two years. Goodbye, hope you dont come back with a sock puppet (which you almost certainly will!!!) 93.86.30.194",1
"YOU ARE FU-KING PROM-COUS BANNER!!!! I AM FU-KED YOUR DADDY, FU-KING WRE! NOW YOUR WILL NOT GO AWAY, FU-KING AS-LE! FU-KING COWARD! YOU ARE COWARD! FU-KING, COWARDLY, PROMI-US MOTHERFU-KER!!!!!!",1
"I give up
Thanks for ruining the Lion King pages. Go ahead it fuck it up some more.",0
"my fucking point exactly. wikipedia should just give up, everyone knows people can just type whatever the fuck they want here.",0
"You are a retarded skinhead who defends neo-Nazis! 

I'll put a burning swastika in your esophagus.",0
Man you are seriously fucking retarded. Did you write those shitty articles yourself?,1
"Howard Felsher 

I know you have been on here all of 4 months now but I need your advice or critiquing.  Do not comment on my message page again.  I do not care what you have to say or what you think.  Eat me.",0
"====Regarding the ghey ass admins
Lick deez nuts and suck a fart out of my ass!",1
"nigger 

fuck you faggot",1
"I was only making him apologise 

I was only asking him to apologise, as i've done numerous times before you insolent pancake-head!78.144.87.71",1
"""

 rubbsih 

  twat hi you have removed a link to a youtube video several hundred times now why the hell are you doing it other than because you are an utter moron rogerjowett """,1
"TO SITUSH(PAKISTANI  PIG) 

What  is your problem, you bloody muslim pakistani, why the hell are you jealous of HINDUS and SIKHS ???

you born out of shit of a pig just stay away from this article...we don't prefer pakistani muslim pigs touching this pious article.",1
"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE",1
Is a one times massive cunt,0
"Thank you SO MUCH for your Nazi-like oversight! 

...but you can shove your advice up your ass. I just like messing with self-important dickheads who think they know everything, and damned if Wikipedia isn't full of them. Signed, your number one dirty Jew fan, Mel Gibson.",1
"Hurricane Katrina 

YOU ARE CRAP, YOU FUCKING IDIOT.",1
"Map key is bullshit
The map keying is wrong; compare with http://fr.wikipedia.org/wiki/Communes_du_Luxembourg",0
What do you wait to start that CheckUser? and an RfC against those bastards?,0
"""
Yes i had some problems over the past but what makes you a better editor than me? And about the """"lower than hell"""" comment i urge you to read again because it's nothing offensing about that. I just tried to say that my oppinion of you just dropped to a level """"lower than hell"""" with the sense of lowest possible. And the message in Romanian wasn't a racist attack it was just a remark present in the region from where i am from. You consider us stupid and slow we consider you gypsies and you know that is right. 1987 """,1
"My cock 

YOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.248.73.184",0
"A turd for you! 

For all your hard work. Found this in the toilet, so I picked it out and immediently thought of you. So here you go )",0
fock you barack obama,1
"""YOUR SERIOUS MENTAL ILLNESS AND ADDICTION==

This is the most """"contructive"""" thing that can ever be contributed as it relates to you and your involvement here: Please stop and think about the depth of your sickness, sitting there, with your face glued to your computer screen, uncompensated day after day, week after week, for YEARS, tinkering with the biographies of people you don't even know, who actually are out living real lives while you are imprisoned by your addiction.  You have literally wasted years of your life with this lonely, self-destructive addiction and illness, which has been at the expense of living your own life.  The depth of your mental illness must make it difficult for you to see the extraordinary insanity of your actions and how your addiction has stripped you of the life that was given you.  

I know a few others have evaluated what you do here and laugh at you and your sickness.  It's something of an inside joke, and I guess few share it with you because they consider you hopeless.  That's not right either, and I'd ask them to please stop that and try to help you.  Don't laugh at this person behind their back and then just communicate with them on routine matters.  That lacks all caring for a person who has an obvious and very serious illness. Something is very wrong with him/her, and while it may not be for us to diagnose the exact problem, we should pause to help with advice.  Please share with him/her what we all know.  It's only humane to do so. 

I will do so now too:

Jerzy (or whatever your name isconsciously concealed, I'm sure, to keep your illness as private as possible), please consider some uncomfortable facts:  Years of your life have now been totally consumed and absolutely wasted by your deep, deep sickness and obvious addiction.  Please don't make excuses for yourself.  You cannot go on like this any longer.  You need to stop, and you need to stop today.  Reject this advice, and I worry that your sickness will probably only deepen and your addiction will waste whatever is left of your life.  Please stop.  It's over.  Enough.  Move on.  I do wish you the best and hope you will take this friendly advice seriously.  It will be the first and last time I share it, and I hope you know that I share it only with your best interests in mind.  It's sad what has happened to you, but I wish you good luck and hope this advice is helpful.  But please take itand do so today.  You cannot go on like this.

==""",0
"Shove that barnstar up your ass, you faggot.",1
"Ha! Riiiiight....because you and the other two morons definately ARE NOT policing this article for political reasons. As opposed to say, my honest indignation at having to sort through endless piles of Israeli propaganda and political threats when I just want to read about what's going on with the convoy. Normally my wiki activity is limited to editing out nationalist crap people insert into history articles. 

Today it's you and your Temple buddies. Hey, wait! Maybe if your guys all rub your noses together you can triangulate my new IP address. 

God, I had forgotten how funny Jew jokes are. If only I really was anti-Semetic....

Make sure you keep checkin' that page! I'll be back >:D",0
"Tide rolls, you are once again highly inept and inefficient. AS I'VE ALREADY STATEDDISCUSSION IS MEANT TO LAST A FEW DAYS. What part of that don't you understand? Also, Grapple your name calling only shows your level of intelligence. You've shown yourself to be mentally limited. You shame yourself with your childish rants. Mike, you've also engaged in edit warring and harassment. Reasons why you've been reported multiple time. You also shame yourself",1
I am also a trout slapping dick,0
Hypocrit! you just cited a newspaper that claims to be reliable. i will incorporate and make a newspaper company then ill site it. its called TEADRINKERNEWS.com this site has no merit and you have no integrity!,0
"god, what part of fuck off dont you little pimply mouth breathers don't understand? Cna't get a girl but your'e king of shit mountain, huh? I laugh at you.",1
You will die for waht you did 1 day. fuck you.,1
"Stay the Fuck out of this Ping Pong.  If I want information of Mushu Shrimp, I will ask you.",0
"SOB* I GOT BANNED AND I DUNNO WHY ;)

The admin on here is poor, i got two last warnings, poor form guys 

Most people can count past '1' but obviously you spend too much time on here and other pointless websites ruining other people's fun that you never got an education )

O you edited my page, this appears to be unconstructive and you will be blocked with immediate effect.

Or i wont cos i aint pathetic mate )",1
"Disagree.  LogicalCreator said it perfectly.  This new consoldiated or omnibussing of UFC events is really stupid.  It takes what are now very user friendly, concise, useful information and combine it into an necessarily mucky hodgepodge of way too much data.  There is nothing valuable to be gained by doing that.  Keep UFC events as single articles!.",0
Blah blah blah.  This is clear-cut to the point of idiocy.  It is unacceptable that I have to refer a clearly unreliable source to arbitration because SWAT decided to scream and whine over to the mods when I kept removing his bullshit.,0
"Im frustrated with destructive WP bullies. Some admins add no value, they in fact should not be on WP. additionally, they have a very bad and NEGATIVE PSYCHOLOGICAL FOOTPRINT. They belong in a rehab and mental health counseling center, not on WP. I can empathize with them but why must we have to suffer those on WP.",0
"Don't have an article huh? What the hell are you on about... Your profile says you have a BASIC understanding of English and that you are Portuguese... See, you have your own Wikipedia located here http://pt.wikipedia.org/wiki/... So why don't you stick to editing your own wikipedia instead of fucking about with the English one, especially as you clearly don't understand what the hell you are talking about.",0
"MOTHERFUCKER, DONT BE CHANGING THE FUCKING GTA TIMELINE!",1
"Hi

Can I ask why you are naming people who aren't me (JohnJoe) as socks of mine? I mean, my real sock, who is a very active user here, is no way associated with any of the users associated with me. In fact, I haven't 'socked up' against you since by banning for raising legitimate objections against your conduct. Oh, and I expect this comment to be removed, dodging the question and perpetuating a fued that could have been ended months and months ago. That would be real classy, and just what I expect from a snivelling, pathetic coward like you.",1
"listen you spineless twirp, i have a navy cross and a bullet stuck in my leg, dont you tell me i am not in the military. and by the way, I could have you prosecuted federally for a bout 2 maybe more charges, not to mention a law suit from 50 angry Navy SEALs in Norfolk looks good in our favor. you are the internet troll.",0
this book is so boring nad dumb how could any one ever read itIn,0
"liar 

that was all true you and your twisted family sit there at nights in a circcle wanking off over children and then you eat them with michael jackson i bet you were the one that dangled the baby out the hotel room.",1
why am I not aloud to put whatever i want on my user talk page? thats pretty damn gay if you ask me.,0
"Heh! 

Thats easy for u 2 say, u didnt see the human shit in the basin sink in the boys toilet!",0
"First Off

Avril Lavagflaps is a suck ass singer who would get her punky little ass kicked by gothic babe Amy Lee any time of the month (well, except for THAT time of the month, were she gets her periode and turns into a werewolf).",1
(~): He is head of bean scouts,0
"Go TO hell 

Your message was bull. Why don't you mind your own business. You dirty cow.",1
"Check the diff, swedefag",0
"hi 

i want to assfack you",0
"Dear Ma'am, 

As the Head Commissioner of Wikipedia, it is my solemn yet enjoyable duty to inform you that you have been banned from Wikipedia. Why have you been banned, you ask? Maybe it was all that crack you snorted, jerk. Now get off Wikipedia before I have to call the police!

  

Head Commissioner of Wikipedia",0
"Ding dong, the Witch is dead!

So, so happy someone decided to ban this woman.",1
OH MY FUCKING GOD THEY BLOKED ME WHAT IM GONNA DO WITH MY OTHER 10 WIKIPEDIA ACCOUNTS (,0
"no logic 

Why is it that on tv you can see sombody blown up and see the news were they show you a hostage situation and you see sombodys head being shot off but saying fuck, shit, asshole, cock,pussy,god damn, ect. is concedered by the fcc wrong and could have negative effects. Words dont hurt. a four year old watching tv and seeing sombody get the shit blown the fuck out of them will have more of a negative. FUCK the FCC.",0
"= Giambiville  

What the hell asshole?",1
"I HATE you 

I look at your replies on the refrence desk and each time I get angrier. There is insufficient deference given to Islam. Show some more or VERY BAD THINGS will haoppen to you, as I am unstable and violent. 82.165.144.51",0
PS: Cannucks suck balls. I believe they are better known as CanSUCK ...... my balls,1
"I hate you. 

I hate you.
I hate you!",0
"Hey Ned

HEY NED, Why don't you actually do some fucking work on this encyclopedia! All you care about now is who is blocked/unblocked 69.143.226.129",0
NE2 enjoys sexual congress with goats,1
"That's nice.  You know, I'm actually not either of those guys, though I do know who Lan is in real life.  Not that it matters: there are plenty of real Objectivists who will spend their time fixing the mistakes and lies of second-handers like you.  All you've done is show that you're idiots and Wikipedia is for other idiots just like you. The Truth wins out in the end, and you have no part in it.",0
"this article is a disgrace to all of this monster's victims. you will rot in hell for all of this, if you aren't punished by the victim's families first",0
"By the way... 

I met Eric Corbett in Manchester yesterday  and he called you a twat.  Just thought you should know. 195.89.48.217",0
"YOU LIKE PENIS, FUCK YOUUUUUUUUUUU",1
"COMPLAIN & AND MORE COMPLAINS THATS WHAT U'RE GOOD FOR !
FUCKIN IDIOT !
If I happen to know who u are I'll wallop the shit out of u damn bastard !
FUCK OFF !

BLOODDY SON OF A BITCH !",1
"""
Also...good use of fuck.  As you noted, it's well tolerated on this page.   Talk• Contributions """,0
"Go to hell 

Only stooges block people.",1
"""Wow! This is unbelievably sexist and demeaning. You punish me for complaining about being called a """"cunt"""" and having having the words """"cock shit"""" and """"fucking"""" used against me repeatedly. That essentially condones that type of conduct.

""",1
that dumbass you got there didnt improve anythign all he did was try and steal my work and block my from it because hekept sayign i had fake stuff which all came from other places and wiki its self so you tell him to go to hell,0
YOUR AN EXCLUSIONIST AND ALWAYS WILL BE. GRATZ,0
"Capitalization

The rules of capitalization are not an opinion dick head.",1
"yes, yes, thank you. good to know, but who decides what vandalism is?  Does some stupid commie fag named redvers/",1
Please do not add nonsense to Wikipeida unless it can be helped...faggots.,1
"""

 What in the fuck? 

What's with Gyllenhaal being a 3-year younger doppelganger to Jonathan Togo? Seriously. Ahaha. Not do they only look alike as much as twins do, they both have Jewish heritage. What the fuck? Coincidence? I say this is related to 9/11 and strawberry monkies, definitely..  [talk] """,0
"you're gay  

you're the biggest drama-queen i've yet come across on this wp freak-show.",1
"Boo to you sir.... 

Boo to you... I have to go monitor the hall now... Boo to you....",0
"IM GOING TO KILL YOU ALL!!!!!!!!!!!!!!!!!
I'm serious, you are all mean nasty idiots who deserve to die and I'm going to throw every single one of you in a shredder!!!!!!!!!",1
"2Checkout 

Who the hell do you think you are deleting the facts and promoting you distorted propaganda? 
What do you think gives you the right censoring this free public information page?
Are you employed by 2Checkout or by Apple? Are you one of those 2Checkout crooks stealing from people? Are you getting paid by 2Checkout to monitor this page?
I am a major shareholder of AAPL and I will request the board of directors to dismiss garbage like you from the company. You are brining bad reputation to Apple Inc. 
What is your name anyway?
The public has the right to know the truth before getting sucked into 2Checkout scam.
You are obstructing and censoring public information on this public site!
I hope this is our last conversation.",0
"NUTCASE 

YOU'RE A SICK BLOODY NUTCASE",0
"dickhead dickhead, your a dickhead, you can take me to bed and show me your dickhead. dickhead dickhead, your a dickhead, so go and fuck yourself tonight",1
"Hey Simon Remember Me 

Yeah, were back 
and we are starting a WIKI WAR",0
"""::In particular, the repeated use of the """"F"""" word by a male editor at a woman editor should not be tolerated.   
Exhibit A.
Nothing false about that? Realy? Anyhow, I """"fucking"""" reinstated one lost comment of yours and you might not be aware of, but WP is not censored so my """"fucking"""" remark is covered and allowed by policy and you have to deal with it. But enough now. I'm getting too attached (just like you although it's still a long way for me...) and, I still didn't had dinner and have to expect my punishment for that later. So bye.The Magnificent Clean-keeper (talk) 

""",0
LEAVE ME ALONE! FUCK YOU!,1
"Stop Leaving Stupid Nonsense Messages on My Talk Page

If ypou want to leave people stupid message go to your sandbox instead.  grow up.",1
"Already left it on the other page 

SO EITHER DISCUSS IT OR BE BANNED FROM WIKIPEDIA.",0
"Sockpuppet 

I sucked my dickYOU FAILED AGAIN TO BLOCK ME WIKIPEDIANS!!

HA HA!!

For some nice big juicy sweet cock,
my number is 248-678-9807

Goodbye lovers.68.248.73.184",1
"Quick Message

F U C K   O F F

that is all thanks",1
"Vaginas 

Do you have a problem with vaginas? 68.0.119.139",0
"Andrew Kwon 

FuCKING FAG",1
"Bullshit.  You already took sides before doing even the most cursory of examinations.  For instance you gave NO warning to DanielEng, even though this person started a revert-war, to prevent DOCUMENTED NPOV information from going into the page.  As I wrote on your page... if you're going to use administrative powers, then you have an OBLIGATION to use them responsibly ... not picking sides in a dispute before even communicating with the other side.",0
"W&M;
how was that vandalism?! I'm putting it back with citations. 

jackass...",1
Poor editing? The edit looks fine!!! WTF is the matter with you?!,0
"""

 Question 

If someone was to move this article to Italian Empire, would you use the term """"vandalism"""" when you were reverting the idiots move?   """,1
"Jeeezus wept! 60% of this page is still fantasy bullshit! If someone else doesn't whittle down this pile of crap, *I will*.
 Seriously: what kind of idiot thinks the 'Tristan chord' has something  anything  to do with quartal harmony? This page is everything that's wrong with wikipedia: clueless, semi-literate, amateur twaddlings presented as scholarship. Shocking!",0
"""

 int add(int a, int b 

  being a Vandal FUCK YOU!!!!   """,1
"""

 I'M F***ING SERIOUS! 

MY COUSIN'S COPY OF """"Pinoccio"""" WAS PRINTED APRIL 28, 1987! SO STOP UNDOING WHAT I JUST CONTRIBUTED, YOU F***ING PUSSBAG! """,1
"SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!
SHUT THE FUCK UP!",0
"""

 FUCK YOU 
FUCK YOU!!!  YOU'RE A STUPID NIGGER LOVER.  GO FUCK A DEAD MOOSE.-The'FortyFive' """,1
i know where you live and im going to come and rape you,0
Gareth Hughes you are a racist. PLEASE STOP MAKING UP IDENTITIES FOR THE ASSYRIAN PEOPLE.. ASSYRIANS are ASSYRIAN.. IN CASE YOU ARE WONDERING YOU RACIST I AM A JACOBITE ASSYRIAN. YOU ARE NO BETTER THAN HITLER WHO TRIED WIPING OUT THE JEWS.,0
"Crap  

 Do you have a job of do you just enjoy deleting peoples pages on an all day power trip?",0
So u dont get the rest.  Thats fine.  Thank your extreme rudeness.  That front page looks so unwelcoming.  I'd bol tif I jut logged on to it.  It mirrors the attitude here,0
"B-5? 

Excuse me but what do you mean by contributing in a profeshionall level of bullshit?
User 8th sinn",0
"I second that. Superracist shit, as if black haven't created a thing, evthing has been created by white. With no a reference btw.",0
"""

More Negative Coatrack and cruft by  

To bad stuff like this  don't find it's way in to Melissa Bean or stuff like this  in Jill Morgenthaler's bios??? Considering Goethean hates Roskam and his activities violates WP:COI regarding his editing on this bio (goethean's bias on Rosakam) which shows a systemic bias. But, then again no matter wikipeidia policy and ethics - only democrats, who are approved by Gothean and his master  and WP:SPA puppet  are allowed. Classic case of WP:OWN. Only DCCC point of view is approved.  
 
Lets just lose the pretense of fairness here and just consider this bio an official DCCC online version, and not any thing NPOV and far from Encyclopedic and fair.  All of which give more proof that section 230 should be revised and rewrite to make those responsible accountable.

A word to  personally, how can you have any kind an ethical religion and engage in such disingenuous and behavior, contrary to your own belief system (Hindu Buda etc.) which I see you engage in, on Wikipeida??? I wonder how you look at your self in the mirror or even sleep at night, unless you have compartmentalized your mind off so well as you can stay sane with the hypocrisy you seem to demonstrate by your own behavior? What you do and what you seem to believe in seem in conflict? 68.75.174.105  

LIES,CENSORSHIP, MIS-INFORMATION
Wikipeidia and it's cult of lies, and all cultist fear true and need to engage need to engage in it rather then the light of day.  Only evil can exist in the dark of such.

To Gothenan, I have grown up in Chicago and seen democrats and their thugs beat up people, for pulling republican votes.  I have seen first hand.. I have seen vote fraud institutionalized where only democratic votes were counted and elections stolen as normal way of life with jokes like """"dead vote, or vote early for often or the Wino vote...all coming for crook country political culture (dont believe me read BOSS by Mike Roko).  Gothean you so full of your elitist garbage and self righteous self, you fail to understand who's the real thug here.   I lived, me and my family, in the county of cook (crook) were corruption and taxes are on a scale rivaling a bannana republic a blue paradise of corruption, so bad I move to Dupage to get away from it - I say to you, if is so bad in Dupage/and the sixth, then Gothenan, move back to Chicago... GET your head out of your ass and your figging buda books and look at the realities and stop the """"BIG LIE"""" you foist on the ignorant.""",0
